html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,relationships.type.parent,relationships.type.child,relationships.type.related,relationships.type.successor,relationships.type.predecessor
,,Jilin Office of Philosophy and Social Science*en,active,government;funder,Jilin Province Philosophy and Social Science Planning Fund Office*en;Jilin Province Philosophy and Social Science Planning*en;Jilin Province Philosophy and Social Science Fund*en;Philosophy and Social Science Planning*en,Jilin Office of Philosophy and Social Science*en;吉林省哲学社会科学规划基金办公室*zh,JLPOPSS,http://www.jlpopss.gov.cn,,jlpopss.gov.cn,1984,501100011788,501100011788,,,,,,,Changchun,China,2038180,,,,,
,,Shanghai Pharmacological Society*en,active,nonprofit;funder,上海市药理与毒理学会*zh,Shanghai Pharmacological Society*en;上海市药理学会*zh,,http://www.sps.sh.cn,,sps.sh.cn,1988,100016084,100016084,,,,,,,Shanghai,China,1796236,,,,,
,,Korean Liver Foundation*en,active,nonprofit;funder,대한간학회-한국간재단*ko,Korean Liver Foundation*en;한국간재단*ko,KLF,https://liverfoundation.co.kr,,liverfoundation.co.kr,2011,501100016148,501100016148,,,,,,,Seoul,South Korea,1835848,,,,,
,,Patrick J. McGovern Foundation*en,active,nonprofit;funder,"Patrick J McGovern Foundation*en;Patrick J. McGovern Foundation, Inc.*en;The Patrick J. McGovern Foundation*en",Patrick J. McGovern Foundation*en,PJMF,https://www.mcgovern.org,,mcgovern.org,1989,100027896,100027896,,,,,,,Boston,United States,4930956,,,,,
,,Ministry of Emergency Management of the People's Republic of China*en,active,government;funder,中華人民共和國應急管理部*zh;Ministry of Emergency Management*en,Ministry of Emergency Management of the People's Republic of China*en;中华人民共和国应急管理部*zh,MEM,https://www.mem.gov.cn,,mem.gov.cn,2018,100020763,100020763,,,,,,,Beijing,China,1816670,https://ror.org/02fzqav45,,,,
,,BrainsWay (Israel),active,company;funder,BrainsWay Ltd.*en,BrainsWay (Israel);בריינסוויי*he;BrainsWay*en,,https://www.brainsway.com,,brainsway.com,2003,100015428,100015428,,,,,,,Jerusalem,Israel,,,,,,
,,State Key Laboratory of Tea Plant Biology and Utilization*en,active,facility;funder,National Key Laboratory of Tea Plant Germplasm Innovation and Resource Utilization*en;State Key Laboratory Tea Plant Biology and Utilization*en;茶樹生物利用國家重點實驗室*zh,State Key Laboratory of Tea Plant Biology and Utilization*en;茶树生物学与资源利用国家重点实验室*zh;茶树种质创新与资源利用全国重点实验室*zh,,https://tealab.ahau.edu.cn,,tealab.ahau.edu.cn,2015,501100015016,501100015016,,,,,,,Hefei,China,1808722,https://ror.org/0327f3359,,,,
,,"Korea Foundation for Women In Science, Engineering and Technology*en",active,nonprofit;funder,,"Korea Foundation for Women In Science, Engineering and Technology*en;한국여성과학기술인육성재단*ko",WISET,https://www.wiset.or.kr,,wiset.or.kr,2013,100022930,100022930,,,,,,,Seoul,South Korea,1835848,https://ror.org/01wpjm123,,,,
,,Harvard-MIT Center for Regulatory Science*en,active,education;funder,The Harvard-MIT Center for Regulatory Science*en,Harvard-MIT Center for Regulatory Science*en,CRS,https://hmcrs.org,,hmcrs.org,2018,100017244,100017244,,,,,,,Boston,United States,4930956,,,,,
,,Coal Services Health and Safety Trust*en,active,nonprofit;funder,Coal Services Health & Safety Trust*en;Health and Safety Trust*en;CS Health and Safety Trust*en;Health & Safety Trust*en,Coal Services Health and Safety Trust*en,CSHST,https://www.coalservices.com.au/about-us/health-and-safety-trust/,,,1991,100015743,100015743,,,,,,,Sydney,Australia,2147714,,,,,
,,Chiba Foundation for Health Promotion and Disease Prevention*en,active,nonprofit;funder,Chiba Foundation for Health Promotion & Disease Prevention*en;Chiba Foundation of Health Promotion & Disease Prevention*en;Chiba Prefectural Health Prevention Foundation*en,Chiba Foundation for Health Promotion and Disease Prevention*en;公益財団法人ちば県民保健予防財団*ja,CFHD,https://www.kenko-chiba.or.jp,,kenko-chiba.or.jp,2003,100019567,100019567,,,,,,,Chiba,Japan,2113015,,,,,
,,Human Animal Bond Research Institute*en,active,nonprofit;funder,The Human Animal Bond Research Institute*en,Human Animal Bond Research Institute*en,HABRI,https://habri.org,,habri.org,2010,100013890,100013890,,,,,,,Washington,United States,,,,,,
,,Alaska Energy Authority*en,active,government;funder,,Alaska Energy Authority*en,AEA,https://www.akenergyauthority.org,,akenergyauthority.org,1976,100012177,100012177,,,,,,,Anchorage,United States,5879400,,,,,
,,Cornell Douglas Foundation*en,active,nonprofit;funder,Cornell Douglas Foundation Inc*en,Cornell Douglas Foundation*en,CDF,https://www.cornelldouglas.org,,cornelldouglas.org,2006,100014525,100014525,,,,,,,Bethesda,United States,4348599,,,,,
,,Liam M. Kinne Foundation*en,active,nonprofit;funder,"The Liam M. Kinne Foundation*en;The Liam M. Kinne Foundation, Inc.*en;The LMK Foundation*en",Liam M. Kinne Foundation*en,LMK Foundation,https://www.thelmkfoundation.org,,thelmkfoundation.org,2015,100016874,100016874,,,,,,,Sherrill,United States,5137957,,,,,
,,NASPA Foundation*en,active,nonprofit;funder,,NASPA Foundation*en,,https://www.naspa.org/about/naspa-foundation/naspa-foundation,,,1973,100013090,100013090,,,,,,,"Washington, D.C.",United States,4140963,,,,,
,,TNB Research (Malaysia),active,company;funder,TNB Research Sdn. Bhd.*en,TNB Research (Malaysia),TNBR,https://tnbr.com.my,,tnbr.com.my,1993,100020938,100020938,,,,,,,Kajang,Malaysia,10941913,https://ror.org/04jjxmt88,,,,
,,Illinois Soybean Association*en,active,nonprofit;funder,The Illinois Soybean Association*en,Illinois Soybean Association*en,ISA,https://www.ilsoy.org,,ilsoy.org,1964,100016701,100016701,,,,,,,Bloomington,United States,4885164,,,,,
,,Dolby Family Ventures (United States),active,company;funder,"Dolby Family Ventures, L.P.*en;Dolby Family Fund*en",Dolby Family Ventures (United States);Dolby Family Ventures*en,,https://www.dolbyventures.com,,dolbyventures.com,2014,100019709,100019709,,,,,,,San Francisco,United States,5391959,,,,,
,,Kate B. Reynolds Charitable Trust*en,active,nonprofit;funder,"The Kate B. Reynolds Charitable Trust*en;REYNOLDS, KATE B. TUW*en",Kate B. Reynolds Charitable Trust*en,KBRCT,https://kbr.org,,kbr.org,1947,100012755,100012755,,,,,,,Winston-Salem,United States,4499612,,,,,
,,UPMC Enterprises (United States),active,company;funder,,UPMC Enterprises (United States),,https://enterprises.upmc.com,,enterprises.upmc.com,2014,100015166,100015166,,,,,,,Pittsburgh,United States,5206379,https://ror.org/04ehecz88,,,,
,,Shaanxi Provincial Department of Water Resources*en,active,government;funder,"Department of Water Resources, Shaanxi Province*en;Shaanxi Province Department of Water Resources*en",Shaanxi Provincial Department of Water Resources*en;陕西省水利厅*zh,,https://slt.shaanxi.gov.cn,,slt.shaanxi.gov.cn,,501100009577,501100009577,,,,,,,Xi'an,China,1790630,https://ror.org/03f546a26,,,,
,,Harry S. Moss Heart Trust*en,active,nonprofit;funder,Harry S Moss Heart Trust*en,Harry S. Moss Heart Trust*en,,https://www.bankofamerica.com/philanthropic/foundation/?fnId=154,,,1973,100017483,100017483,,,,,,,Dallas,United States,4684888,,,,,
,,Snow Foundation*en,active,nonprofit;funder,The Snow Foundation*en;Snow Foundation Limited*en,Snow Foundation*en,,https://www.snowfoundation.org.au,,snowfoundation.org.au,1991,501100024744,501100024744,,,,,,,Canberra,Australia,2172517,,,,,
,,Janssen Australia (Australia),active,company;funder,Janssen-Cilag Pty Limited*en;Janssen Cilag*en;Janssen Australia and New Zealand*en,Janssen Australia (Australia),,https://www.jnj.com/innovativemedicine/australia/,,,,501100024879,501100024879,,,,,,,Macquarie Park,Australia,8347858,https://ror.org/03qd7mz70,,,,
,,Computer Modelling Group (Canada),active,company;funder,Computer Modelling Group Ltd.*en,Computer Modelling Group (Canada);Computer Modelling Group*en,CMG;CMGL,https://www.cmgl.ca,,cmgl.ca,1978,100015908,100015908,,,,,,,Calgary,Canada,5913490,,,,,
,,Alberta Motor Association Foundation for Traffic Safety*en,inactive,nonprofit;funder,AMA Foundation for Traffic Safety*en;Alberta Motor Association*en,Alberta Motor Association Foundation for Traffic Safety*en,AMA,https://ama.ab.ca,,ama.ab.ca,2001,100014415,100014415,,,,,,,Edmonton,Canada,5946768,,,,,
,,AbbVie Canada (Canada),active,company;funder,AbbVie Corporation*en;Corporation AbbVie*fr;AbbVie;Corp Abbvie*en,AbbVie Canada (Canada),,https://www.abbvie.ca,,abbvie.ca,2013,100019211,100019211,,,,,,,Saint-Laurent,Canada,,https://ror.org/02g5p4n58,,,,
,,Stiftelsen Bengt Lundqvists Minne*sv,active,nonprofit;funder,,Stiftelsen Bengt Lundqvists Minne*sv;Bengt Lundqvist's Memory Foundation*en,,https://kemisamfundet.se/om-oss/utskott/stiftelsen-bengt-lundqvists-minne/,,,1971,501100009792,501100009792,,,,,,,Stockholm,Sweden,,,,,,
,,"Innovation Academy of South China Sea Ecology and Environmental Engineering, Chinese Academy of Sciences*en",active,facility;funder,"Innovation Academy of South China Sea Ecology and Environmental Engineering*en;Institution of South China Sea Ecology and Environmental Engineering, Chinese Academy of Sciences*en;Institution of South China Sea Ecology and Environmental Engineering*en;Innovation Academy of South China Sea Ecology and Environmental Engineering, SCSIO CAS*en","Innovation Academy of South China Sea Ecology and Environmental Engineering, Chinese Academy of Sciences*en;中国科学院南海生态环境工程创新研究院*zh",ISEE,https://scsio.cas.cn/Innovation/,,,2018,501100015598,501100015598,,,,,,,Guangzhou,China,1809858,https://ror.org/034t30j35,,,,
,,Instituto Ânima*pt,active,nonprofit;funder,Ânima Institute*en,Instituto Ânima*pt,AI,https://institutoanima.org.br,,institutoanima.org.br,2005,100022785,100022785,,,,,,,São Paulo,Brazil,,,,,,
,,"Honda Research Institute, USA*en",active,facility;funder,"Honda Research Institute USA, Inc.*en;Honda Research Institute US*en;Honda Research Institute USA*en;Honda Research Institute*en;Honda Research Institutes*en","Honda Research Institute, USA*en",HRI-US;HRI USA;HRI,https://usa.honda-ri.com,,usa.honda-ri.com,2003,100019201,100019201,,,,,,,San Jose,United States,,https://ror.org/03jzay846,,,,
,,Sociedade Brasileira de Reumatologia*pt,active,nonprofit;funder,,Sociedade Brasileira de Reumatologia*pt;Brazilian Society of Rheumatology*en,SBR,https://www.reumatologia.org.br,,reumatologia.org.br,1949,100030774,100030774,,,,,,,São Paulo,Brazil,,,,,,
,,Ant Group (China),active,company;funder,"蚂蚁科技集团股份有限公司*zh;Ant Financial Services Group*en;Ant Financial*en;Ant Group Co., Ltd.*en;アントグループ*ja;앤트그룹*ko",Ant Group (China);蚂蚁集团*zh;Ant Group*en,,https://www.antgroup.com,https://en.wikipedia.org/wiki/Ant_Group,antgroup.com,2014,100018735,100018735,,,,,,,Hangzhou,China,1808926,,,https://ror.org/00k642b80,,
,,Lloyd's Register (United Kingdom),active,company;funder,Lloyd's Register Group Limited*en;Lloyd's Register Group Ltd*en,Lloyd's Register (United Kingdom),LR,https://www.lr.org,,lr.org,1760,501100009319,501100009319,,,,,,,London,United Kingdom,2643743,https://ror.org/057q4mw47,,,,
,,Liaoning Provincial Office of Philosophy and Social Science*en,active,funder;government,Liaoning Planning Office of Philosophy and Social Science*en;Liaoning Office of Philosophy and Social Science*en,Liaoning Provincial Office of Philosophy and Social Science*en;辽宁省社会科学规划基金办公室*zh,,http://shkxshzyhome.lnsgdb.com.cn,,shkxshzyhome.lnsgdb.com.cn,,501100008339,501100008339,,,,,,,Shenyang,China,2034937,,,,,
,,Shandong Key Laboratory of Mine Mechanical Engineering*en,active,facility;funder,Shandong Province Key Laboratory of Mine Mechanical Engineering*en;Laboratory of Mining Machinery Engineering*en,Shandong Key Laboratory of Mine Mechanical Engineering*en;山东省矿山机械工程重点实验室*zh,,https://cmee.sdust.edu.cn/xkjs/kypt.htm,,,2009,501100015954,501100015954,,,,,,,Qingdao,China,1797929,https://ror.org/04gtjhw98,,,,
,,University of Wisconsin Water Resources Institute*en,active,facility;funder,"Water Resources Institute, University of Wisconsin*en;Wisconsin Water Resources Institute*en;UW Water Resources Institute*en",University of Wisconsin Water Resources Institute*en,UW-WRI,https://wri.wisc.edu,,wri.wisc.edu,1964,100013639,100013639,,,,,,,Madison,United States,5261457,https://ror.org/01y2jtd41,,,,
,,Stichting Blinden-Penning*nl,active,nonprofit;funder,Blind-Penning Foundation*en,Stichting Blinden-Penning*nl,,https://www.oogcontactamsterdam.nl/stichtingen/,,,1915,501100010373,501100010373,,,,,,,Amsterdam,Netherlands,,,,,,
,,Stichting Kwaliteitsgelden Medisch Specialisten*nl,active,nonprofit;funder,Foundation for Quality Funds for Medical Specialists*en,Stichting Kwaliteitsgelden Medisch Specialisten*nl,SKMS,https://demedischspecialist.nl/themas/thema/kwaliteitsgelden-medisch-specialisten,,,,100019472,100019472,,,,,,,Utrecht,Netherlands,2745912,,,https://ror.org/056vah748,,
,,State Key Laboratory of Metal Material for Marine Equipment and Application*en,active,facility;funder,State Key Laboratory of Metal Materials for Marine Equipment and Applications*en;海洋装备金属材料及其应用全国重点实验室*zh,State Key Laboratory of Metal Material for Marine Equipment and Application*en;海洋装备用金属材料及其应用国家重点实验室*zh,,https://skl.ansteel.cn,,skl.ansteel.cn,2015,501100020796,501100020796,,,,,,,Anshan,China,,https://ror.org/00sgtyj59,,,,
,,Steno Diabetes Center Aarhus*en,active,healthcare;funder,,Steno Diabetes Center Aarhus*en,SDCA,https://www.stenoaarhus.dk,,stenoaarhus.dk,2018,100031879,100031879,,,,,,,Aarhus,Denmark,,https://ror.org/0247ay475,,,,
,,SpringWorks Therapeutics (United States),active,company;funder,"SpringWorks Therapeutics Inc*en;SpringWorks Therapeutics, Inc.*en;SpringWorks*en",SpringWorks Therapeutics (United States),,https://springworkstx.com,,springworkstx.com,2017,100020337,100020337,,,,,,,Stamford,United States,4843564,https://ror.org/04b2dty93,,,,
,,South Carolina Department of Transportation*en,active,government;funder,State of South Carolina Department of Transportation*en;State of South Carolina - Department of Transportation*en;S.C. Department of Transportation*en;South Carolina DOT*en;S.C. Dept. of Transportation*en;SC Department of Transportation*en;South Carolina Dept. of Transportation*en,South Carolina Department of Transportation*en,SCDOT,https://www.scdot.org,,scdot.org,1993,100014796,100014796,,,,,,,Columbia,United States,4575352,,,,,
,,Sheikh Khalifa Bin Zayed Al Nahyan Institute for Personalized Cancer Therapy*en,active,facility;funder,Khalifa Institute for Personalized Cancer Therapy*en;Khalifa Institute*en;Zayed Institute for Personalized Cancer Therapy*en;MD Anderson Cancer Center Sheikh Khalifa Bin Zayed Al Nahyan Institute for Personalized Cancer Therapy*en,Sheikh Khalifa Bin Zayed Al Nahyan Institute for Personalized Cancer Therapy*en,IPCT,https://pct.mdanderson.org,,,2011,100015725,100015725,,,,,,,Houston,United States,4699066,https://ror.org/04twxam07,,,,
,,Guangdong Province Key Laboratory of Computational Science*en,active,facility;funder,"Guangdong Provincial Key Laboratory of Computational Science, SYSU*en",Guangdong Province Key Laboratory of Computational Science*en;广东省计算科学重点实验室*zh,GPK-LCS,https://cse.sysu.edu.cn/compsci/,,,2010,501100019318,501100019318,,,,,,,Guangzhou,China,,,,https://ror.org/0064kty71,,
,,Vermont Agricultural Experiment Station*en,active,facility;funder,,Vermont Agricultural Experiment Station*en,VT-AES,https://www.uvm.edu/cals/vermont-agricultural-experiment-station,,,1886,100011633,100011633,,,,,,,Burlington,United States,5234372,https://ror.org/0155zta11,,,,
,,San Antonio Medical Foundation*en,active,nonprofit;funder,The San Antonio Medical Foundation*en;SA MED Foundation*en,San Antonio Medical Foundation*en,SAMF,https://www.samedfoundation.org,,samedfoundation.org,1947,100020065,100020065,,,,,,,San Antonio,United States,4726206,,,,,
,,Windermere Foundation*en,active,nonprofit;funder,Windermere*en,Windermere Foundation*en,WF,https://www.windermere.com/Foundation,,,1989,100015610,100015610,,,,,,,Seattle,United States,5809844,,,,,
,,"China Tobacco Yunnan Industrial Co., Ltd. (China)",active,company;funder,China Tobacco Yunnan Industrial Corp*en;Yunnan Tobacco Industry Co*en;云南中烟工业公司*zh,"China Tobacco Yunnan Industrial Co., Ltd. (China);云南中烟工业有限责任公司*zh",,http://www.ynzy-tobacco.com,,ynzy-tobacco.com,2003,501100010825,501100010825,,,,,,,Kunming,China,1804651,https://ror.org/030d08e08,,,,
,,Mutualité Sociale Agricole*fr,active,other;funder,,Mutualité Sociale Agricole*fr,MSA,https://www.msa.fr,,msa.fr,1930,501100009424,501100009424,,,,,,,Bobigny,France,3032179,,,,,
,,Hengyang Science and Technology Bureau*en,active,government;funder,Hengyang Science and Technology Board*en,Hengyang Science and Technology Bureau*en;衡阳市科学技术局*zh,,https://www.hengyang.gov.cn/kjj/,,,,501100015921,501100015921,,,,,,,Hengyang,China,1808369,,,,,
