html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,ror_id,parent,child,related,successor,predecessor,nid,comments,,,,,,,
,,Universiti Muhammadiyah Malaysia*ms,active,education,,Universiti Muhammadiyah Malaysia*ms,UMAM*ms,https://umam.edu.my,,umam.edu.my,2021,,,,,,,Q115868470,Q115868470,Padang Besar,Malaysia,1736271,,,,,,,R000922,"source=jpt_senarai_daftar_ipts; source_url=https://drive.google.com/uc?export=download&id=1RDUJotNufUSCR6xW7vOXLUdp2ouXupri; jpt_section=UNIVERSITI SWASTA – PERLIS; jpt_bil=1; address=Kompleks Unicity Perlis, Lot Aras G-3, Blok S1, Kompleks Desa Siswa, 02100 Padang Besar, Perlis; jpt_registration=02/11/2023-01/11/2028; website_source=jpt_senarai_daftar_ipts_30jun2026 | VERIFIED: type=education; established=2021; keep_alias=False; affiliation_usage=none_found; website=correct; ids=wikidata_id; confidence=high; established_source=wikipedia; scope=in_scope",,,,,,,
,,"University of Tsukuba, Malaysia*en",active,education,,"University of Tsukuba, Malaysia*en",UTMy*en,https://www.utmy.edu.my,,utmy.edu.my,2024,,,,,,,,,Kuala Lumpur,Malaysia,1735161,,https://ror.org/02956yf07,,,,,R000924,"source=jpt_senarai_daftar_ipts; source_url=https://drive.google.com/uc?export=download&id=1RDUJotNufUSCR6xW7vOXLUdp2ouXupri; jpt_section=KAMPUS CAWANGAN LUAR NEGERI; jpt_bil=7; address=Tingkat 5, 6, 7, 8, 12, 14 dan 16, Wisma R&D Universiti Malaya, Jalan Pantai Baharu, 59100 Kuala Lumpur; jpt_registration=16/08/2024-15/08/2029 | VERIFIED: type=education; established=2024; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope",,,,,,,
,,UNITAR College Johor Bahru*en,active,education,Kolej Cosmopoint Johor Bharu*ms;Cosmopoint College Johor Bahru*en,UNITAR College Johor Bahru*en;Kolej UNITAR Johor Bharu*ms,,https://www.unitar.my/our-locations/johor-bahru/,,,1991,,,,,,,,,Johor Bahru,Malaysia,1732752,,,,,,,R000927,"source=jpt_senarai_daftar_ipts; source_url=https://drive.google.com/uc?export=download&id=1RDUJotNufUSCR6xW7vOXLUdp2ouXupri; jpt_section=KOLEJ SWASTA - JOHOR; jpt_bil=6; former_name=Kolej Cosmopoint Johor Bharu (Cosmopoint College Johor Bahru); address=No.14, 14A, 14B, 14C, 16, 16A, 16B & 16C, Jalan Lembah 16, 81750 Masai, Johor; jpt_registration=14/07/2026-13/07/2031 | VERIFIED: type=education; established=1991; keep_alias=True; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope",,,,,,,
,,EduCity International College*en,active,education,,EduCity International College*en;Kolej Antarabangsa EduCity*ms,EIC*en,https://www.educity.edu.my,,educity.edu.my,,,,,,,,,,Iskandar Puteri,Malaysia,10063567,,,,,,,R000928,"source=jpt_senarai_daftar_ipts; source_url=https://drive.google.com/uc?export=download&id=1RDUJotNufUSCR6xW7vOXLUdp2ouXupri; jpt_section=KOLEJ SWASTA - JOHOR; jpt_bil=13; address=Educity Complex 1, South Block, Persiaran Graduan Kota Ilmu, Educity, 79200 Iskandar Puteri, Johor Bahru, Johor; jpt_registration=03/08/2022-02/08/2027 | VERIFIED: type=education; established=unknown; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=not_found; scope=in_scope",,,,,,,
,,Kolej Antarabangsa Meatech*ms,active,education,Kolej Meatech*ms;Meatech College*en,Kolej Antarabangsa Meatech*ms;Meatech International College*en,,https://www.meatech.edu.my,,,2009,,,,,,,,,Nilai,Malaysia,1771287,,,,,,,R000931,"source=jpt_senarai_daftar_ipts; source_url=https://drive.google.com/uc?export=download&id=1RDUJotNufUSCR6xW7vOXLUdp2ouXupri; jpt_section=KOLEJ SWASTA - NEGERI SEMBILAN; jpt_bil=10; former_name=Kolej Meatech (Meatech College); address=Unit L2-11 dan L2-12, Tingkat 2, Tower B, Youth City Residence, Vision City, Bandar Nilai Utama, 71800 Nilai, Negeri Sembilan; jpt_registration=02/10/2022-01/10/2027 | VERIFIED: type=education; established=unknown; keep_alias=True; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=not_found; scope=in_scope",,,,,,,
,,Kolej Teknologi Asia*ms,active,education,Asia College of Technology*en;Institut Teknologi Pasifik*ms;Pacific Institute of Technology*en;Kolej Teknologi Asia (Asia College of Technology)*ms,Kolej Teknologi Asia*ms,ACT*en,https://act.edu.my,,,1997,,,,,,,,,Petaling Jaya,Malaysia,1735158,,,,,,,R000935,"source=jpt_senarai_daftar_ipts; source_url=https://drive.google.com/uc?export=download&id=1RDUJotNufUSCR6xW7vOXLUdp2ouXupri; jpt_section=KOLEJ SWASTA - SELANGOR; jpt_bil=50; former_name=Institut Teknologi Pasifik (Pacific Institute of Technology); address=Ground & 1st Floor, Kompleks Penchala, 50 Jalan Penchala, Off Jalan Templer, 46050 Petaling Jaya, Selangor; jpt_registration=24/12/2024-23/12/2029 | VERIFIED: type=education; established=1997; keep_alias=True; affiliation_usage=none_found; website=dead; ids=; confidence=high; established_source=org_website; scope=in_scope | source=jpt_senarai_daftar_ipts; source_url=https://drive.google.com/uc?export=download&id=1RDUJotNufUSCR6xW7vOXLUdp2ouXupri; jpt_section=KOLEJ SWASTA - SELANGOR; jpt_bil=50; former_name=Institut Teknologi Pasifik (Pacific Institute of Technology); address=Ground & 1st Floor, Kompleks Penchala, 50 Jalan Penchala, Off Jalan Templer, 46050 Petaling Jaya, Selangor; jpt_registration=24/12/2024-23/12/2029 | VERIFIED: type=education; established=1997; keep_alias=True; affiliation_usage=none_found; website=dead; ids=; confidence=high; established_source=org_website; scope=in_scope | merged in-batch duplicate R001014 (krste_my krste_id=897): JPT register bil 50 lists one entity 'Kolej Teknologi Asia (Asia College of Technology)' with info@act.edu.my e-mails at the same 50 Jalan Penchala address; same domain, acronym and city",,,,,,,
,,Kolej Teknologi dan Inovasi Clazroom*ms,active,education,Clazroom College*en;Claz'room*en,Kolej Teknologi dan Inovasi Clazroom*ms;Clazroom College of Technology and Innovation*en,,https://clazroom.edu.my,,clazroom.edu.my,2009,,,,,,,,,Petaling Jaya,Malaysia,1735158,,,,,,,R000936,"source=jpt_senarai_daftar_ipts; source_url=https://drive.google.com/uc?export=download&id=1RDUJotNufUSCR6xW7vOXLUdp2ouXupri; jpt_section=KOLEJ SWASTA - SELANGOR; jpt_bil=67; address=Level 11, 12 & 13, Tower 1, Mercu Mustapha Kamal, Neo Damansara, Jalan PJU 8/1, Damansara Perdana, 47820 Petaling Jaya, Selangor; jpt_registration=04/02/2026-03/02/2031 | VERIFIED: type=education; established=2009; keep_alias=True; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=org_website; adversarial_change=Overturned established (null -> 2009, basis founding, source org_website) using the college's own live history page, which pass 1 missed by relying on Wayback snapshots; changed alias_values from 'Clazroom College of Technology and Innovation' (duplicated the en label, violating the name-dedup rule) to the site-verified brand 'Clazroom College'. Everything else verified: scope in_scope (JPT register + live site), dup_verdict no_candidates (ROR API re-run), website/domains/website_status correct (live fetch), ror_type education, country Malaysia, city Petaling Jaya / geonames 1735158 (GeoNames re-run), affiliation_usage none_found (Crossref re-run).; scope=in_scope; adversarial_overturned=established,established_basis,established_source,alias_values",,,,,,,
,,Institut Gemologi Malaysia*ms,active,education,Kolej Edu Oasis*ms,Institut Gemologi Malaysia*ms;Gemological Institute of Malaysia*en,,https://www.gim.edu.my,,,,,,,,,,,,Kuala Lumpur,Malaysia,1735161,,,,,,,R000937,"source=jpt_senarai_daftar_ipts; source_url=https://drive.google.com/uc?export=download&id=1RDUJotNufUSCR6xW7vOXLUdp2ouXupri; jpt_section=KOLEJ SWASTA - WILAYAH PERSEKUTUAN KUALA LUMPUR; jpt_bil=23; former_name=Kolej Edu Oasis; address=No. 1, Jalan 2/131A, Batu 5 ½, Jalan Kelang Lama, 58200 Kuala Lumpur; jpt_registration=26/02/2024-25/02/2029; website_source=jpt_senarai_daftar_ipts_30jun2026 | VERIFIED: type=education; established=unknown; keep_alias=True; affiliation_usage=none_found; website=dead; ids=; confidence=medium; established_source=not_found; scope=in_scope; adversarial_overturned=alias_values",,,,,,,
,,Snips College of Creative Arts*en,active,education,Snips Academy*en,Kolej Seni Kreatif Snips*ms;Snips College of Creative Arts*en,SCCA*en,https://www.scca.asia,,scca.asia,1998,,,,,,,,,Kuala Lumpur,Malaysia,1735161,,,,,,,R000938,"source=jpt_senarai_daftar_ipts; source_url=https://drive.google.com/uc?export=download&id=1RDUJotNufUSCR6xW7vOXLUdp2ouXupri; jpt_section=KOLEJ SWASTA - WILAYAH PERSEKUTUAN KUALA LUMPUR; jpt_bil=39; address=Lot 6F-21, 6th Floor, Sungei Wang Plaza, Jalan Sultan Ismail, 55100 Kuala Lumpur; jpt_registration=19/01/2020-18/01/2025 | VERIFIED: type=education; established=1998; keep_alias=True; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=org_website; adversarial_change=Found the college's official website (https://www.scca.asia) via a 2019 Wayback snapshot of the parent brand site snips.com.my (which lists 'SCCA . SNIPS COLLEGE OF CREATIVE ARTS' at the same Sungei Wang Plaza address); set website/domains/website_status=correct, established=1998 (founding, per the site's meta description), acronym=SCCA (the college's own initialism on its site); confirmed no ROR duplicate by name and domain; all other pass-1 values (scope, names, labels, alias, city, geonames, type) adopted unchanged.; scope=in_scope; adversarial_overturned=website,domains,website_status,established,established_basis,established_source,acronym",,,,,,,
,,Institut Teknologi A.N.S Kota Bharu*ms,active,education,,Institut Teknologi A.N.S Kota Bharu*ms,,https://ans.edu.my,,,,,,,,,,,,Kota Bharu,Malaysia,1736376,,,,,,,R000939,"source=jpt_senarai_daftar_ipts; source_url=https://drive.google.com/uc?export=download&id=1RDUJotNufUSCR6xW7vOXLUdp2ouXupri; jpt_section=KOLEJ SWASTA - KELANTAN; jpt_bil=1; address=PT 300 dan 301, Seksyen 27, Jalan Kebun Sultan, 15300 Kota Bharu, Kelantan; jpt_registration=22/08/2021-21/08/2026 | VERIFIED: type=education; established=unknown; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=not_found; scope=in_scope",,,,,,,
,,Yahos College*en,active,education,Yahos School of Skills*en,Kolej Yahos*ms,,https://yahos.edu.my,,yahos.edu.my,2002,,,,,,,,,Kuching,Malaysia,1735634,,,,,,,R000941,"source=jpt_senarai_daftar_ipts; source_url=https://drive.google.com/uc?export=download&id=1RDUJotNufUSCR6xW7vOXLUdp2ouXupri; jpt_section=KOLEJ SWASTA - SARAWAK; jpt_bil=19; address=CM206, Batu Kawah Newtownship, Jalan Batu Kawa, 93250 Kuching Sarawak; jpt_registration=04/04/2024-03/04/2029 | VERIFIED: type=education; established=unknown; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=not_found; scope=in_scope",,,,,,,
,,Bio-Environmental Engineering Research Centre*en,active,facility,Bioenvironmental Engineering Research Centre*en,Bio-Environmental Engineering Research Centre*en,BERC*en,https://www.iium.edu.my/berc/,,,2011,,,,,,,,,Kuala Lumpur,Malaysia,1735161,,https://ror.org/03s9hs139,,,,,R000943,"source=krste_my; source_url=https://krste.my/v2/module/sti-organization?page=52; krste_sector=Public Higher Learning Institution; krste_id=10928; krste_sample=30_of_529_pages; address=INTERNATIONAL ISLAMIC UNIVERSITY MALAYSIA, KUALA LUMPUR - PETI SURAT 10,, KUALA LUMPUR, 50728, KUALA LUMPUR, MALAYSIA | VERIFIED: type=education; established=2011; keep_alias=True; affiliation_usage=crossref_exact; website=unreachable; ids=; confidence=high; established_source=org_website; scope=in_scope; adversarial_overturned=affiliation_usage",,,,,,,
,,Bio-Process and Molecular Engineering Research Unit*en,active,facility,Bioprocess and Molecular Engineering Research Unit*en,Bio-Process and Molecular Engineering Research Unit*en,BPMERU*en,https://www.iium.edu.my/bpmeru/,,,2006,,,,,,,,,Kuala Lumpur,Malaysia,1735161,,https://ror.org/03s9hs139,,,,,R000944,"source=krste_my; source_url=https://krste.my/v2/module/sti-organization?page=52; krste_sector=Public Higher Learning Institution; krste_id=10929; krste_sample=30_of_529_pages; address=INTERNATIONAL ISLAMIC UNIVERSITY MALAYSIA, GOMBAK CAMPUS, GOMBAK, 53100, SELANGOR, MALAYSIA | VERIFIED: type=education; established=2006; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope",,,,,,,
,,Centre for Biofuel and Biochemical Research*en,active,facility,Centre for Biofuel & Biochemical Research*en;HICoE Centre for Biofuel and Biochemical Research*en,Centre for Biofuel and Biochemical Research*en,CBBR*en,https://www.utp.edu.my/Pages/Research/Centre%20Of%20Excellence/03%20CBBR/Centre-for-Biofuel-and-Biochemical-Research-.aspx,,,2010,,,,,,,,,Seri Iskandar,Malaysia,11184859,,https://ror.org/048g2sh07,,,,,R000945,"source=krste_my; source_url=https://krste.my/v2/module/sti-organization?page=69; krste_sector=Private Higher Learning Institution; krste_id=10921; krste_sample=30_of_529_pages; address=UNIVERSITI TEKNOLOGI PETRONAS, RESEARCH MANAGEMENT CENTRE, LEVEL 2 BLOCK L, SERI ISKANDAR, 32610, PERAK, MALAYSIA | VERIFIED: type=facility; established=2010; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope",,,,,,,
,,"Centre for Environment, Technology & Development, Malaysia*en",active,nonprofit,"Centre for Environment, Technology and Development, Malaysia*en","Centre for Environment, Technology & Development, Malaysia*en",CETDEM*en,https://www.cetdem.org.my/portal/,,,1985,,,,,,,,,Petaling Jaya,Malaysia,1735158,,,,,,,R000946,"source=krste_my; source_url=https://krste.my/v2/module/sti-organization?page=69; krste_sector=Non-Government Organization (NGO); krste_id=48; krste_sample=30_of_529_pages; address=CENTRE FOR ENVIRONMENT, TECHNOLOGY AND DEVELOPMENT, MALAYSIA (CETDEM)17,, JLN SS2/53, PETALING JAYA, 47300, SELANGOR, MALAYSIA | VERIFIED: type=nonprofit; established=1985; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope",,,,,,,
,,Malaysian Institute of Economic Research*en,active,nonprofit,,Malaysian Institute of Economic Research*en;Institut Penyelidikan Ekonomi Malaysia*ms,MIER*en,https://mier.org.my,,,1985,,,,,,,,,Kuala Lumpur,Malaysia,1735161,,,,,,,R000959,"source=krste_my; source_url=https://krste.my/v2/module/sti-organization?page=188; krste_sector=Government Research Institute (GRI); krste_id=225; krste_sample=30_of_529_pages; address=JKR 606,, JALAN BUKIT PETALING, BUKIT PETALING, KUALA LUMPUR, 50460, KUALA LUMPUR, MALAYSIA | VERIFIED: type=nonprofit; established=1985; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope",,,,,,,
,,Institut Penyelidikan Keselamatan Jalan Raya Malaysia*ms,active,government,Malaysian Institute of Road Safety Research*en,Institut Penyelidikan Keselamatan Jalan Raya Malaysia*ms,MIROS*en,https://www.miros.gov.my,,miros.gov.my,2007,,,,,,,Q97210633,Q97210633,Kajang,Malaysia,10941913,,https://ror.org/03y315f21,,,,,R000960,"source=krste_my; source_url=https://krste.my/v2/module/sti-organization?page=188; krste_sector=Government Research Institute (GRI); krste_id=227; krste_sample=30_of_529_pages; address=LOT 125 - 135, JALAN TKS 1, TAMAN KAJANG SENTRAL, KAJANG, 43000, SELANGOR, MALAYSIA | VERIFIED: type=government; established=2012; keep_alias=True; affiliation_usage=crossref_exact; website=correct; ids=wikidata_id; confidence=high; established_source=org_website; adversarial_change=All pass-1 values verified against primary sources (miros.gov.my, Wikipedia, ROR API, Wikidata, Crossref, GeoNames). One change: parent relationship retargeted from 'Kementerian Pengangkutan Malaysia' (not_in_ror, ministry not published in ROR) to the published Government of Malaysia (ror.org/03y315f21), the recorded ROR parent of comparable Malaysian statutory research bodies (FRIM precedent), so the edge resolves.; scope=in_scope; adversarial_overturned=relationships",,,,,,,
,,Institut Marin Borneo*ms,active,facility,Institut Penyelidikan Marin Borneo*ms;Borneo Marine Research Institute*en,Institut Marin Borneo*ms,IMB*ms;BMRI*en,https://www.ums.edu.my/imb/,,,1995,,,,,,,,,Kota Kinabalu,Malaysia,1733432,,https://ror.org/040v70252,,,,,R000962,"source=krste_my; source_url=https://krste.my/v2/module/sti-organization?page=188; krste_sector=Public Higher Learning Institution; krste_id=10919; krste_sample=30_of_529_pages; address=BORNEO MARINE RESEARCH INSTITUTE, JALAN UMS, KOTA KINABALU, 88400, SABAH, MALAYSIA | VERIFIED: type=facility; established=1995; keep_alias=True; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope; adversarial_overturned=official_name,labels,keep_alias,alias_values",,,,,,,
,,Institut Penyelidikan Pembangunan Belia Malaysia*ms,active,government,,Institut Penyelidikan Pembangunan Belia Malaysia*ms;Institute for Youth Research Malaysia*en,IYRES*en,https://www.iyres.gov.my,,,2007,,,,,,,,,Putrajaya,Malaysia,6697380,,,,,,,R000963,"source=krste_my; source_url=https://krste.my/v2/module/sti-organization?page=188; krste_sector=Government Research Institute (GRI); krste_id=229; krste_sample=30_of_529_pages; address=ARAS 10, MENARA KBS, NO. 27 PERSIARAN PERDANA, PRESINT 4, PUSAT PENTADBIRAN KERAJAAN PERSEKUTUAN, PUTRAJAYA, 62570, PUTRAJAYA, MALAYSIA | VERIFIED: type=government; established=2007; keep_alias=True; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=wikipedia; scope=in_scope; adversarial_overturned=affiliation_usage",,,,,,,
,,Institut Penyelidikan Pendidikan Tinggi Negara*ms,active,facility,,Institut Penyelidikan Pendidikan Tinggi Negara*ms;National Higher Education Research Institute*en,IPPTN*ms,https://ipptn.usm.my,,ipptn.usm.my,1997,,,,,,,,,Bayan Lepas,Malaysia,1735102,,https://ror.org/02rgb2k63,,,,,R000965,"source=krste_my; source_url=https://krste.my/v2/module/sti-organization?page=188; krste_sector=Government Research Institute (GRI); krste_id=231; krste_sample=30_of_529_pages; address=INSTITUT PENYELIDIKAN PENDIDIKAN TINGGI NEGARA,, UNIVERSITI SAINS MALAYSIA, BLOK C, ARAS 2, NO 10, PERSIARAN BUKIT JAMBUL,, BAYAN LEPAS, 11900, PULAU PINANG, MALAYSIA | VERIFIED: type=facility; established=1997; keep_alias=True; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope",,,,,,,
